51	8|1;11|8;51|7;130|7;161|2;171|1;198|1;269|1;314|2;532|3;552|1;606|1;652|1;669|1;731|1;814|4;889|1;1025|5;1042|3;1138|1;1152|6;1164|2;1269|1;1310|1;1527|4;1638|2;1646|8;1711|9;1810|2;1900|1;1988|1;2183|1;2204|1;2370|2;2468|1;2572|1;2631|1;2752|3;2767|1;3440|1;3583|1;3867|2
52	11|2;51|4;130|2;161|1;171|1;532|1;552|1;669|1;731|1;814|3;889|1;1025|1;1152|2;1269|1;1646|2;1711|2;1782|1;1810|1;2183|1;2204|1;2468|1;2631|1;2767|1;3440|1
53	12|7;15|1;1697|1
54	12|1;13|1;328|1;1697|1;2032|1
55	12|5;130|1
56	12|1;165|1;366|1;508|1;566|5;1169|1;1372|8;1588|1;2032|1;2993|1;3652|1
57	1263|1
58	473|1;927|1;1263|1;3486|1
59	24|1;1263|2;2114|1;2242|3;2470|1;2479|5;2541|1;3486|6
60	1463|1
63	8|1;134|1;156|1;473|1;927|1;1263|1;1882|1;1917|1;2092|1;2479|1;2615|1
64	13|1;310|1;520|1;536|1;2150|1
65	13|1;17|1;41|1;399|1;520|1;536|1;678|1;1060|1;1431|1;1828|1;2150|2;2175|1
66	13|1;137|1;331|1;520|2;678|1;697|1;965|1;1060|2;1369|1;1380|1;1717|1;2037|1;2127|1;2150|2;2217|2
67	14|1;24|1;130|1;185|1;527|1;850|1;890|1;1200|1;1641|1;2021|1;2366|1
68	6|1;14|1;130|2;279|1;310|4;342|1;395|2;410|2;485|1;503|3;512|1;527|1;528|1;647|1;783|4;904|3;1095|1;1173|1;1183|4;1428|2;1489|2;1605|1;2021|2;2050|2;2156|1;2303|1;2334|1;2366|5;2456|1;2473|1;2578|1;3314|3;3710|1;3751|1
69	14|1
70	14|1;185|1;395|1;783|2;1183|1;1363|1;2021|2;3314|2
71	14|1;24|1;30|1;106|4;130|5;132|2;160|1;185|1;279|3;394|1;415|1;503|3;512|1;513|1;522|1;527|1;528|1;534|1;647|4;715|1;783|2;850|1;888|1;890|1;904|5;988|1;1095|1;1173|1;1183|2;1192|1;1273|2;1300|1;1363|2;1393|1;1428|2;1479|3;1489|1;1560|1;1605|1;1637|1;1744|1;1852|1;1974|1;2021|2;2050|8;2303|1;2334|1;2366|1;3314|2;3751|1
72	15|7;66|1;70|1;75|4;81|1;96|1;110|3;123|1;130|1;166|3;225|1;399|2;403|1;447|4;697|1;703|15;758|1;1027|1;1106|8;1108|1;1297|1;1373|1;1380|3;2217|1;2457|2;3781|1
73	15|1;2428|1
74	15|12;66|1;75|1;166|2;269|2;299|1;447|2;645|1;703|1;735|1;736|2;1131|2;3127|1
75	12|1;15|15;66|1;447|1;703|4;1512|1;1999|1;3127|1;3781|1
76	14|1;16|2;85|3;132|1;150|1;243|1;379|1;468|1;485|5;648|1;654|1;831|2;994|3;1083|1;1203|1;1428|1;1691|1;1910|1;2325|1;2353|1;2366|1;3597|1;3751|1
77	16|4;130|1;485|4;500|1;546|1;579|1;582|2;831|2;988|1;994|1;1034|1;1493|1;1691|2;1766|1;2191|1;2280|1;2366|1
78	16|6;130|1;200|1;485|5;500|1;579|1;643|1;831|3;992|1;994|2;1007|2;1083|1;1738|1;2280|1;2366|1;2549|1;3597|1;3751|1
79	16|3;85|1;177|1;485|3;595|1;791|1;797|1;831|3;1007|1;1083|1;1428|1;1691|1;1910|1;1998|1;2353|1;3751|2
80	0|1;8|2;17|1;119|1;128|1;193|1;402|1;509|2;593|4;633|1;818|7;898|2;944|2;1049|2;1152|2;1193|1;1257|1;1359|3;1390|1;1472|3;1489|1;1627|1;1716|1;1737|1;1927|1;2007|8;2450|1;2604|1;2631|1
81	17|1;130|1;200|1;232|1;238|5;464|1;500|1;527|1;593|2;796|1;936|1;1049|1;1147|1;1287|1;1514|1;1570|1;1687|3;1702|1;1704|1;1722|1;1735|9;1803|4;1835|1;1997|1;2007|1;2102|1;2132|4;2144|1;2145|3;2325|1;2498|1;2621|3;2631|1;2783|1;2878|1;3656|1
82	35|1;781|1;909|1;1042|1;1246|3;1762|1;2078|1
83	198|1;397|1;708|2;773|2;1055|1;1423|1;1651|1;2280|1
84	24|1;68|20;71|12;147|1;150|1;159|3;193|1;245|5;281|11;340|1;507|1;532|2;571|1;573|1;584|1;721|1;879|1;1108|1;1886|2;2181|12;2306|1;2417|3;2422|1;2631|1;3519|1
85	68|2;150|1;159|1;240|1;250|1;281|1;282|1;340|1;554|1;571|1;613|1;686|1;1032|1;1390|1;1423|1;1759|1;1762|1;1900|1;2181|2;2365|1;2631|1;2686|1;2812|1;3519|1
86	68|1;245|1;281|1
87	68|3;71|1;245|1;584|1;2181|1
88	71|1;150|1;245|3;281|6;507|1;721|1;879|3;2102|1;2181|1;2306|1;2386|1;2417|1
89	591|1
90	15|6;66|3;72|1;110|3;231|6;253|1;323|1;703|1;712|1;1485|3;1552|5;2851|1;3127|1;3414|1
91	54|1;66|2;67|2;69|1;75|5;76|5;81|3;110|3;153|4;166|1;182|19;269|1;323|1;459|1;541|1;571|19;591|4;650|1;703|1;712|1;731|2;796|1;819|1;827|7;1044|5;1065|1;1152|1;1239|1;1371|4;1374|1;1506|1;1759|1;1900|2;2181|1;2443|1;3698|3;3831|1;4830|1
92	46|1;816|1;1447|1;2878|1
93	46|1;155|1;339|1;494|1;579|1;803|1;816|1;936|1;1079|1;1285|1;1666|1;2051|1;2342|2;2401|1;2541|1;2878|1
94	46|5;1488|4;2417|1
95	14|1;18|5;48|1;130|3;218|6;240|5;242|1;426|5;430|1;506|1;628|1;724|1;761|1;837|2;866|2;909|1;1084|2;1092|1;1107|1;1130|1;1213|1;1309|1;1331|1;1402|1;1412|2;1463|1;1540|1;1554|2;1578|1;1611|1;1681|1;1759|1;1910|1;2218|1;2296|1;2548|1;2563|1;2812|1;2953|1;3222|1
96	18|1;218|1;240|1;426|4;1130|1;1309|1;1554|1
97	18|1;130|1;146|1;203|1;506|1;992|1;1300|2;1309|1;1412|1;3751|1
98	90|1;130|6;217|4;353|1;487|1;509|1;642|1;838|3;856|1;884|1;934|6;935|1;939|1;1394|3;1428|1;1789|2;2113|1;2238|2;2325|1;2366|1;3496|1
99	268|1;350|1;2252|1
100	13|1;19|10;152|4;277|1;627|1;829|4;990|1;1042|1;1193|1;1239|1;1706|1;1988|1;2445|1;2631|1
101	19|74;25|1;133|2;152|21;199|1;277|4;393|13;627|5;829|20;990|4;1014|1;1042|9;1056|1;1104|1;1146|1;1152|3;1186|1;1193|1;1239|23;1246|2;1299|2;1302|5;1335|4;1556|1;1628|1;1706|2;1988|1;2034|7;2158|2;2444|1;2445|4;2464|1;2499|1;2631|1;3095|2;3313|1;3380|1;3456|1;3543|5;3716|1;3726|1
102	19|100;25|1;152|17;176|1;277|6;393|16;575|1;627|5;829|29;990|4;1042|10;1056|1;1146|1;1152|4;1186|1;1193|1;1239|26;1246|2;1299|2;1302|7;1335|4;1556|1;1628|2;1988|1;2034|7;2158|2;2444|1;2445|5;2464|3;2499|2;2631|1;2775|1;3095|3;3313|1;3380|1;3456|1;3543|9;3716|1;3726|1
103	8|1;13|1;19|14;24|1;51|1;55|3;152|2;277|2;393|5;627|1;829|5;1042|1;1193|1;1239|4;1242|1;1302|1;1646|1;1988|1;2445|3;3095|1
104	0|1;20|1;23|7;160|1;353|1;488|1;616|5;696|1;803|1;826|5;849|1;882|1;914|1;948|1;950|2;981|2;1158|3;1279|4;1867|3;2149|2;2156|1;2393|1;2664|1;2685|1
105	20|1;23|12;616|7;826|1;849|2;950|1;981|1;1078|2;1758|1
106	21|5;55|3;162|1;164|1;194|1;201|1;338|2;403|1;480|1;526|1;1071|1;1302|1;1334|1;1468|1;1702|2;1719|1;1759|2;1886|5;1900|1;2006|1;2070|2;2432|1
107	19|2;21|1;162|1;193|3;220|1;449|3;627|1;829|1;866|1;944|1;1029|1;1043|1;1152|1;1247|1;1257|4;1437|1;1469|1;1478|4;1505|2;1627|1;1947|1;2007|1;2067|1;3336|2
108	22|1
109	22|1;323|1
110	22|1;822|1;1558|1;1641|1;2149|1;2648|1
111	22|143
112	19|2;22|5;76|2;323|2;829|7;990|1;1055|1;1152|2;1900|2;1988|1
113	56|3;208|1;230|1;585|4;1395|1;2070|1
114	21|2;55|1;56|14;130|1;208|1;249|1;308|1;585|12;632|1;683|1;865|1;1030|1;1066|1;1152|1;1308|1;1395|1;1900|3;1985|2;2070|1;2181|1;2214|1;3660|2
115	9|1;21|2;55|1;56|3;144|2;585|2;1504|1;1900|1;2428|1;3734|1
116	23|1;172|1;1101|2;1730|2;1763|3
117	23|1;172|1
118	19|3;72|1;174|1;627|3;971|1;990|1;1188|1;1426|8;3817|1
119	19|6;47|1;67|1;72|1;174|4;179|1;250|2;308|1;338|1;504|1;534|2;627|3;829|2;971|1;990|5;1152|1;1188|1;1239|4;1246|4;1534|1;1581|1;1598|1;1626|1;1928|1;1988|6;2121|1;2256|1;2511|2;3817|1;3945|1
120	24|1;130|1;169|1;1229|1;1560|1
121	24|1;51|1;56|1;130|5;135|1;169|3;198|1;227|1;392|1;593|1;681|13;759|2;865|1;936|5;984|1;1174|1;1229|4;1239|1;1267|2;1384|1;1393|3;1471|9;1479|1;1536|1;1560|4;1679|2;1752|1;1820|1;1897|1;2181|3;2392|1;2461|2;2729|1;2910|1;3414|1
122	25|1;61|1;159|1;236|1;269|1
124	4|1;392|1;566|1;819|1;1060|1;1612|1;2423|1
126	173|1;566|1;579|1;583|6;670|1;1059|4;1201|1;1372|3;1426|1;1484|1;1612|8;1980|2;2135|1;2423|2;2730|1;3652|1;3671|1
128	19|1;130|5;218|1;345|1;418|1;471|1;488|1;685|1;788|1;866|7;1017|1;1056|2;1304|1;1379|2;1540|2;1572|1;1633|1;1674|1;1908|1;1952|4;1976|1;2548|1;3222|1;3511|1
129	193|1;1379|7;1497|1;2205|2;2763|1;3527|1
130	26|1;67|3;130|1;338|1;363|1;579|3;1460|1;2061|1
131	26|1;67|2;130|1;524|1;579|4;1191|1;1221|1;1460|2;2061|1
132	26|1;54|1;55|2;67|1;70|1;130|5;171|1;222|3;230|1;338|5;361|1;363|3;382|1;392|1;405|1;437|1;491|2;500|1;502|1;558|1;605|1;624|1;664|2;683|5;947|1;959|3;970|1;981|1;1043|1;1098|1;1261|1;1282|4;1393|1;1460|1;1479|1;1759|1;1803|1;1810|1;1859|1;1915|1;1985|1;2006|2;2181|2
134	268|1;285|1;471|2;741|2;829|1;866|1;1103|1;1572|1;1611|1;1674|3;1952|3;1976|4;2039|2;2355|1;2369|4
135	2|1;8|3;19|3;28|1;38|2;61|2;70|4;125|4;152|3;165|6;250|1;294|3;552|2;561|1;625|3;796|2;819|5;829|2;836|1;872|1;879|1;1000|2;1146|3;1152|1;1239|1;1302|2;1572|2;1595|1;1651|1;1725|1;1799|1;1828|1;1841|1;1917|1;1940|1;2034|1;2251|1;2262|1;2365|1;2557|2;3675|1;3716|1
136	2|3;19|2;22|1;28|1;58|1;59|1;104|4;130|2;139|2;152|2;200|1;407|1;409|1;431|2;446|6;455|1;500|2;520|14;552|2;582|2;627|2;678|1;796|5;800|1;829|9;872|2;892|1;962|1;1015|1;1020|1;1036|1;1108|3;1137|1;1152|9;1159|5;1164|3;1213|1;1246|1;1302|4;1369|1;1484|3;1556|1;1572|2;1628|1;1642|1;1694|1;1759|3;1819|4;1841|2;1900|2;2002|4;2034|1;2127|1;2153|1;2175|2;2251|2;2365|1;2512|1;2557|3;2645|4;2767|2;2921|1;3032|1;3185|1;3375|1;3543|3;3667|1;3675|1;3789|1;4269|3
137	58|2;104|1;1152|5;1759|2
138	177|1;193|2;557|2;981|2;988|1;1192|1;1463|1;1505|1;1510|1;1514|1;1577|2;1627|1;1702|1;1750|1;1765|1;1789|2;1967|1;1974|1;2117|1;2479|4;2549|1;3694|1;3752|1;3887|1
139	28|1;190|2
140	28|1;190|1
141	28|1;156|1;187|1;190|2;236|1;566|1;1258|1;1572|1
142	19|1;22|1;28|1;43|6;139|1;152|1;156|1;190|1;469|2;613|8;819|7;990|1;1014|3;1032|2;1073|1;1096|1;1146|1;1246|1;1277|1;1302|1;1353|1;1396|1;1626|1;1743|1;1828|1;1887|1;1890|2;1988|2;2150|1;2162|2;2631|1
144	136|1;276|1
146	19|1;81|3;133|1;385|1;627|4;669|1;829|6;990|1;1152|4;1446|1;1900|1;1947|1;2751|1
147	582|1
148	19|1;70|1;582|1;760|1;1042|11;1146|3;1344|3;1642|1;2044|1;2211|1;2556|1
149	12|39;130|2;152|1;221|3;327|1;385|1;582|18;749|1;1108|1;1287|1;1433|1;1591|2;1616|1;1680|2;1761|4;1779|5;1793|1;1969|6;2037|4;2044|1;2113|1;2623|7;3194|4;3682|2
150	0|1;30|2;113|1;120|2;160|1;193|1;369|1;465|2;494|1;520|2;566|1;574|1;579|3;582|1;607|1;674|1;726|1;819|4;829|2;835|1;971|1;996|1;1086|1;1108|16;1140|1;1156|1;1164|1;1167|1;1185|1;1239|1;1301|2;1451|1;1455|1;1484|1;1583|1;1609|1;1662|2;1669|1;1703|1;1771|1;1779|1;1841|13;1902|1;1947|1;2002|1;2087|1;2494|1;2512|1;2589|1;2621|1;2645|1;2728|1;2751|1;2914|1;3185|2;3434|1;3567|1;3657|1;3692|2
151	30|1;298|1;520|3;674|1;819|3;1027|1;1086|1;1108|4;1140|1;1164|1;1217|1;1239|2;1779|1;2002|1;2471|1
152	10|3;27|1;28|1;30|1;40|1;130|2;133|1;152|1;160|1;165|1;193|2;203|1;216|1;268|2;272|1;279|1;282|6;293|2;297|1;328|1;343|1;369|4;372|3;582|2;611|1;656|2;661|5;674|1;681|1;686|1;696|1;724|1;770|1;793|1;803|1;806|1;818|1;819|3;844|1;857|2;868|1;952|1;997|1;1008|1;1032|4;1036|1;1043|1;1108|1;1140|2;1152|1;1164|2;1169|1;1193|5;1217|1;1220|1;1225|1;1238|1;1239|4;1251|1;1252|1;1257|1;1277|5;1302|2;1320|1;1338|1;1353|1;1354|1;1380|3;1402|1;1431|1;1433|1;1434|1;1437|1;1445|3;1455|1;1471|1;1496|1;1497|2;1510|2;1514|1;1568|1;1596|2;1612|1;1613|4;1680|2;1707|1;1719|1;1765|1;1841|1;1874|1;1877|1;1882|1;1902|1;1915|1;1921|2;1947|2;1967|1;1968|1;1973|2;1997|1;2002|2;2006|2;2031|1;2032|1;2050|2;2087|1;2113|1;2117|4;2123|1;2148|2;2315|1;2324|1;2327|1;2426|1;2440|2;2444|1;2464|2;2476|3;2519|4;2522|1;2565|1;2692|1;2751|1;3144|1;3292|1;3511|1;3560|1;3608|1;3659|1;3661|1;3711|1;3986|1
153	30|1;81|1;520|2;551|1;582|1;674|2;755|1;819|10;1239|2;1381|2;1484|1;1572|2;1669|2;2037|2;2044|1;2379|1
154	174|1;195|3;427|1;539|3;802|1;1095|1;1243|1;1277|1;1642|1;1651|1;1835|1;1877|1;2050|1;2444|7;2793|3;4068|1
155	94|1;130|1;172|1;174|1;410|1;539|1;654|1;819|1;1095|4;1642|1;1651|1;1780|1;1835|1;1877|1;2050|2;2242|1;2449|1;2793|1;4068|1
158	31|4;36|1;44|1;59|1;67|1;100|1;130|1;150|18;164|2;196|3;278|1;317|3;318|1;337|3;338|1;342|1;364|7;390|41;403|1;507|1;554|1;571|5;582|1;584|25;689|1;694|1;731|15;844|1;861|3;894|1;1029|1;1061|2;1063|1;1066|1;1068|1;1105|6;1180|3;1195|6;1227|1;1255|3;1271|20;1283|1;1286|1;1341|4;1368|1;1371|1;1479|1;1504|2;1723|1;1841|1;1891|1;1915|1;2011|6;2057|1;2181|1;2280|15;2511|1;2763|1;2790|1;2906|1;3322|1;3792|1;3880|1;4915|1
159	31|1;150|3;164|1;317|1;338|1;364|4;390|5;584|2;1068|1;1105|1;1180|2;1891|1;2280|1
160	32|4;123|1;159|1;174|1;325|1;447|1;721|1;872|1;1037|1;1256|1;3127|1
161	613|1;714|7;790|1;1252|2;1310|1;1324|1;1823|1;1940|2;1957|2;2115|1
164	12|3;152|1;238|1;582|1;1735|1;2623|1;3585|1
165	12|17;41|1;152|1;582|3;749|1;1433|1;1717|1;1735|7;1969|2;2132|1;2598|1;2623|1;3682|2
166	12|7;25|1;41|1;152|2;238|2;582|4;749|1;1698|1;1735|10;1824|2;1969|1;2598|3;2623|1;2840|1;3585|1
167	12|7;41|2;152|2;200|3;238|3;437|1;582|3;749|1;965|2;970|2;1595|1;1642|1;1698|1;1722|2;1735|18;1969|1;1997|1;2132|11;2164|1;2598|1;2621|1;2623|1;2953|2;2998|1;3335|2;3585|2
168	33|8;39|3;170|1;249|2;377|1;392|2;395|1;608|1;639|3;1328|1;1441|1;1584|1;1822|1;2419|1;3669|2
170	34|18;35|3;311|3;430|1;442|5;457|2;679|1;877|2;1069|18;1075|16;1182|10;1301|73;1331|42;1337|1;1578|17;1579|7
171	35|3;607|15;900|6;1079|1;1246|1;1851|1;2060|3;3429|1
173	10|1;56|2;59|2;79|1;130|1;164|1;430|1;571|1;949|1;1084|1;1171|1;1180|1;1195|1;1426|1;1500|1
174	37|3;405|1;2612|1;3867|1
175	19|2;24|16;37|15;55|5;78|1;95|1;130|3;169|9;230|2;374|1;405|1;413|1;528|2;647|4;723|2;759|4;819|1;836|1;844|1;1087|2;1229|4;1239|3;1328|1;1426|1;1471|1;1490|2;1553|2;1560|6;1561|1;1641|1;1759|1;1852|1;1887|1;1965|1;2050|3;2181|3;2214|1;2543|1;2612|1;3063|1;3181|1;3414|3;3448|1;3695|1;3774|1
176	871|1
177	150|1;162|1;198|1
178	24|1;55|2;56|1;95|3;130|2;198|10;585|1;601|1;681|1;762|3;782|2;871|12;1016|1;1085|1;1543|2;1561|1;1596|1;1801|1;2278|1;2985|1;3063|4;3154|6
179	24|2;55|5;56|1;95|1;167|1;171|1;450|8;651|1;871|1;1023|1;1471|1;1536|1
180	28|9;33|1;38|1;81|1;130|3;145|1;147|1;152|1;159|1;174|1;186|4;198|1;220|2;238|1;369|1;408|1;409|6;490|1;511|1;520|16;566|1;574|1;582|4;607|5;642|1;674|1;678|1;697|1;724|1;726|3;779|1;796|2;835|1;842|1;868|1;953|2;965|1;1014|2;1017|11;1042|1;1108|3;1137|1;1193|1;1201|1;1243|1;1277|1;1287|1;1359|1;1431|3;1433|1;1445|1;1463|1;1484|48;1568|1;1572|1;1613|1;1642|4;1651|1;1669|2;1680|11;1701|2;1735|1;1737|1;1841|6;1859|1;1877|1;1883|1;1890|2;1902|1;1915|1;2002|1;2024|2;2026|1;2060|1;2123|1;2148|2;2162|1;2244|1;2306|1;2323|2;2330|1;2443|1;2541|2;2556|1;2572|1;2621|1;2631|1;2645|1;2777|1;2866|1;2878|1;2944|1;3125|1;3383|1;3692|1;3884|1
181	38|1
182	8|1;38|13;41|15;130|8;152|5;171|1;174|4;221|2;238|5;272|1;304|1;415|1;483|3;552|1;669|1;684|1;796|2;819|4;868|2;879|1;990|1;1088|1;1119|2;1239|2;1253|1;1287|3;1302|1;1456|2;1462|1;1483|1;1572|1;1595|3;1706|3;1887|1;1893|1;1940|2;1987|1;2039|2;2078|1;2123|1;2209|2;2215|1;2386|2;2412|1;2780|1;3126|1;3383|1;3522|1;3593|1
183	39|1;249|1;413|1;1441|2;1795|1
184	39|1;249|1;377|1
185	39|1;249|1
186	242|2;441|1;573|1;1508|1;1910|1
187	80|2;85|1;117|1;150|6;159|2;172|1;242|11;273|6;312|3;352|4;390|10;441|4;488|1;500|1;573|6;584|4;628|2;727|1;731|2;856|1;926|4;929|2;930|1;1005|7;1067|1;1171|1;1195|2;1341|2;1508|1;1579|1;1681|3;1910|1;3165|1;3652|1
188	14|4;18|1;80|2;117|5;130|1;150|6;159|1;240|1;242|9;267|1;273|1;312|2;388|1;390|4;418|1;441|3;488|1;573|3;628|1;647|1;691|1;769|1;856|2;861|1;926|3;1005|3;1141|1;1171|1;1192|1;1195|2;1681|2
191	40|1
192	40|1
193	40|1
194	40|1
195	40|1
196	40|2;130|2;218|1;285|1;293|1;434|1;436|1;492|2;496|1;572|1;628|1;696|1;706|1;771|1;1002|2;1085|1;1114|1;1396|1;1508|1;1844|1;2976|1
197	41|1;130|1;221|1;819|1;1287|1
198	2|2;12|1;32|1;41|19;130|2;150|1;152|25;215|1;238|10;260|1;272|5;282|2;369|3;385|1;392|1;403|6;427|1;488|5;507|1;534|1;612|1;629|2;666|1;674|2;716|1;769|2;796|1;819|10;833|2;866|3;872|2;918|1;1014|13;1017|3;1032|3;1042|1;1146|2;1211|1;1238|2;1239|2;1277|8;1287|3;1291|1;1318|1;1429|1;1497|1;1595|1;1647|1;1651|2;1675|1;1706|2;1726|1;1738|1;1743|2;1779|2;1952|2;1973|1;2060|6;2114|4;2152|1;2167|1;2209|3;2501|2;2631|1;3716|6
199	32|1;41|5;130|5;152|1;193|1;237|1;238|2;282|1;369|8;430|1;439|1;488|1;522|1;527|1;582|1;642|1;819|1;837|1;838|1;842|2;852|1;856|1;902|2;909|1;934|1;984|1;1012|2;1014|1;1239|1;1497|1;1517|1;1550|1;1595|1;1690|1;1699|1;1962|1;1988|1;2060|5;2114|2;2122|1;2558|1;2631|1;3570|1
200	32|1;41|8;79|1;96|1;130|1;147|1;152|5;159|2;238|5;272|3;282|4;403|3;412|1;488|2;507|1;612|2;629|1;666|1;674|3;685|3;728|1;758|1;769|1;788|2;796|1;819|3;833|1;866|15;872|3;879|1;885|1;945|1;1012|4;1014|1;1032|3;1044|3;1211|1;1215|1;1238|3;1239|1;1277|10;1377|1;1398|1;1416|4;1429|1;1595|1;1597|1;1633|2;1645|1;1674|3;1675|1;1929|1;1947|1;1948|3;1952|11;1973|1;2060|1;2114|1;2126|1;2181|1;2209|1;2403|1;2548|1;2848|1;3745|1
201	42|1;238|2;879|1;2436|1
202	42|1;494|1;621|1;2132|1;2793|1
203	42|1;55|2;238|2;314|2;879|1
204	43|1;520|1;890|1;1048|5;1164|1
205	24|4;43|1;82|1;85|1;100|1;169|5;195|1;200|1;247|1;261|1;308|1;369|1;500|1;520|10;550|1;582|1;661|1;674|3;697|1;766|1;844|1;936|1;953|1;1048|7;1060|2;1174|1;1176|1;1229|1;1251|1;1277|1;1299|2;1381|8;1384|1;1393|1;1431|1;1447|2;1471|2;1479|1;1493|1;1496|1;1497|1;1514|1;1534|1;1560|2;1657|1;1752|1;1754|2;1795|1;1827|1;1908|1;1925|1;1989|1;2031|1;2113|2;2123|1;2181|2;2191|1;2215|1;2259|1;2271|1;2290|1;2334|1;2379|2;2431|3;2432|2;2565|1;2608|1;2631|1;2747|1;2985|3;3144|2;3590|1;3702|2
